target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	123.59	4.66666	0.411325
SSTP_0000000200.1	653	483.041	0	0
SSTP_0000000300.1	1536	1365.95	2	0.0159498
SSTP_0000000400.1	480	310.582	538.5	18.8874
SSTP_0000000500.1	4635	4464.95	20355	49.661
SSTP_0000000600.1	687	517.024	2986.71	62.928
SSTP_0000000700.1	300	137.049	0	0
SSTP_0000000800.1	1086	915.95	636	7.56391
SSTP_0000000900.1	372	204.522	15	0.798935
SSTP_0000001000.1	780	610.024	17	0.303573
SSTP_0000001050.1	291	128.976	7	0.591223
SSTP_0000001100.1	480	310.582	13	0.455962
SSTP_0000001200.1	1257	1086.95	3	0.0300658
SSTP_0000001300.1	528	358.309	3	0.0912063
SSTP_0000001400.1	249	92.7486	1	0.11745
SSTP_0000001425.1	297	134.302	1	0.081111
SSTP_0000001450.1	246	90.3296	1	0.120596
SSTP_0000001475.1	435	266.067	0	0
SSTP_0000001500.1	315	150.852	10	0.72212
SSTP_0000001600.1	1194	1023.95	179.985	1.91478
SSTP_0000001700.1	516	346.32	13	0.408909
SSTP_0000001750.1	270	110.484	16	1.57755
SSTP_0000001800.1	1464	1293.95	2364	19.9017
SSTP_0000001900.1	1818	1647.95	1078	7.12584
SSTP_0000002000.1	1212	1041.95	2492	26.0533
SSTP_0000002100.1	1539	1368.95	874	6.95481
SSTP_0000002200.1	2877	2706.95	8767	35.2803
SSTP_0000002300.1	861	691.024	185985	2931.88
SSTP_0000002400.1	1533	1362.95	303	2.42172
SSTP_0000002500.1	918	748.001	63	0.917486
SSTP_0000002600.1	783	613.024	52	0.924031
SSTP_0000002700.1	993	822.95	101	1.33693
SSTP_0000002800.1	660	490.041	209	4.64595
SSTP_0000002900.1	585	415.102	2644	69.3854
SSTP_0000002950.1	450	280.839	55.3376	2.14647
SSTP_0000003000.1	1263	1092.95	1153	11.4919
SSTP_0000003100.1	1281	1110.95	996	9.76621
SSTP_0000003200.1	4065	3894.95	19477	54.473
SSTP_0000003300.1	1254	1083.95	14825	148.986
SSTP_0000003400.1	1422	1251.95	993	8.64019
SSTP_0000003500.1	831	661.024	24896	410.273
SSTP_0000003600.1	861	691.024	559	8.8121
SSTP_0000003700.1	2061	1890.95	12930	74.4869
SSTP_0000003800.1	1092	921.95	3532	41.7325
SSTP_0000003900.1	5655	5484.95	16637	33.0418
SSTP_0000004000.1	1152	981.95	2282	25.3156
SSTP_0000004100.1	222	71.2955	69	10.5426
SSTP_0000004200.1	393	224.862	395	19.1356
SSTP_0000004300.1	681	511.024	572	12.1931
SSTP_0000004400.1	873	703.001	339	5.25297
SSTP_0000004500.1	609	439.088	60	1.48854
SSTP_0000004600.1	1698	1527.95	1	0.00712938
SSTP_0000004650.1	279	118.287	0	0
SSTP_0000004700.1	3486	3315.95	14	0.0459919
SSTP_0000004800.1	1023	852.95	0	0
SSTP_0000004900.1	999	828.95	11	0.144552
SSTP_0000005000.1	3180	3009.95	24	0.0868587
SSTP_0000005050.1	396	227.779	0	0
SSTP_0000005100.1	1782	1611.95	247	1.66919
SSTP_0000005200.1	294	131.605	1	0.082773
SSTP_0000005225.1	393	224.862	2	0.0968889
SSTP_0000005250.1	255	97.762	0	0
SSTP_0000005275.1	288	126.246	7	0.604007
SSTP_0000005300.1	243	87.8681	1	0.123974
SSTP_0000005400.1	525	355.309	15	0.459882
SSTP_0000005500.1	906	736.001	6	0.0888043
SSTP_0000005600.1	1515	1344.95	3	0.0242983
SSTP_0000005700.1	750	580.024	1	0.0187808
SSTP_0000005800.1	1335	1164.95	0	0
SSTP_0000005900.1	711	541.024	0	0
SSTP_0000006000.1	300	137.049	0	0
SSTP_0000006050.1	222	71.2955	2	0.305583
SSTP_0000006100.1	300	137.049	0	0
SSTP_0000006200.1	510	340.355	1	0.0320059
SSTP_0000006300.1	609	439.088	2	0.0496181
SSTP_0000006400.1	906	736.001	12	0.177609
SSTP_0000006425.1	231	78.2683	9	1.25261
SSTP_0000006500.1	957	786.95	6	0.0830549
SSTP_0000006600.1	60	21.5672	157	79.299
SSTP_0000006700.1	41	16.7667	92	59.7726
SSTP_0000006800.1	342	175.928	207.738	12.863
SSTP_0000006900.1	675	505.024	0	0
SSTP_0000007000.1	2602	2431.95	807.281	3.61602
SSTP_0000007100.1	198	53.8415	499	100.959
SSTP_0000007200.1	5263	5092.95	264.542	0.56583
SSTP_0000007300.1	201	55.9352	78	15.1904
SSTP_0000007400.1	1146	975.95	8013	89.4394
SSTP_0000007500.1	408	239.521	242	11.0061
SSTP_0000007600.1	1290	1119.95	1516	14.7456
SSTP_0000007700.1	546	376.247	10543	305.247
SSTP_0000007800.1	567	397.183	2238	61.3806
SSTP_0000007900.1	492	322.465	1431	48.3412
SSTP_0000008000.1	3756	3585.95	6660	20.2316
SSTP_0000008100.1	1701	1530.95	580	4.12694
SSTP_0000008200.1	1428	1257.95	4288	37.1324
SSTP_0000008300.1	282	120.948	393	35.396
SSTP_0000008400.1	2142	1971.95	6531	36.0782
SSTP_0000008500.1	696	526.024	7824	162.026
SSTP_0000008600.1	780	610.024	1258	22.4644
SSTP_0000008700.1	810	640.024	16223	276.119
SSTP_0000008800.1	2457	2286.95	3461	16.4857
SSTP_0000008900.1	3666	3495.95	18854	58.7489
SSTP_0000009000.1	4140	3969.95	8526	23.3949
SSTP_0000009100.1	3690	3519.95	14061	43.5152
SSTP_0000009200.1	2886	2715.95	6516	26.1349
SSTP_0000009300.1	1272	1101.95	1022	10.103
SSTP_0000009400.1	678	508.024	515	11.0429
SSTP_0000009500.1	1833	1662.95	784	5.13568
SSTP_0000009600.1	2445	2274.95	11322	54.2141
SSTP_0000009700.1	2058	1887.95	10760	62.0845
SSTP_0000009800.1	672	502.024	1288	27.9481
SSTP_0000009900.1	3045	2874.95	6625	25.1025
SSTP_0000010000.1	1428	1257.95	6182	53.5336
SSTP_0000010100.1	1287	1116.95	4090	39.8888
SSTP_0000010200.1	1254	1083.95	18323	184.14
SSTP_0000010300.1	2454	2283.95	379	1.80765
SSTP_0000010400.1	1170	999.95	447	4.86957
SSTP_0000010500.1	1707	1536.95	5195	36.8203
SSTP_0000010600.1	4701	4530.95	704	1.69256
SSTP_0000010700.1	810	640.024	1742	29.6492
SSTP_0000010800.1	981	810.95	699	9.38954
SSTP_0000010900.1	1653	1482.95	116	0.852104
SSTP_0000011000.1	3972	3801.95	4665	13.3662
SSTP_0000011100.1	2715	2544.95	74672	319.624
SSTP_0000011200.1	4266	4095.95	5591.81	14.8716
SSTP_0000011300.1	1209	1038.95	834	8.74445
SSTP_0000011400.1	1704	1533.95	20	0.14203
SSTP_0000011500.1	1125	954.95	13	0.148294
SSTP_0000011600.1	1509	1338.95	1754	14.2701
SSTP_0000011700.1	1335	1164.95	64	0.598458
SSTP_0000011800.1	1947	1776.95	8748	53.6284
SSTP_0000011900.1	1470	1299.95	97	0.812842
SSTP_0000012000.1	276	115.665	46	4.33228
SSTP_0000012100.1	954	783.95	1	0.0138955
SSTP_0000012200.1	657	487.041	0	0
SSTP_0000012300.1	630	460.073	0	0
SSTP_0000012400.1	2034	1863.95	1	0.00584422
SSTP_0000012500.1	1518	1347.95	1	0.00808141
SSTP_0000012600.1	1299	1128.95	7	0.0675436
SSTP_0000012700.1	2133	1962.95	25745	142.871
SSTP_0000012800.1	1809	1638.95	3430	22.7976
SSTP_0000012900.1	852	682.024	122	1.94859
SSTP_0000013000.1	5814	5643.95	17503	33.7824
SSTP_0000013100.1	2250	2079.95	7997	41.8828
SSTP_0000013200.1	2292	2121.95	6780	34.8061
SSTP_0000013300.1	2688	2517.95	22733	98.3492
SSTP_0000013400.1	2172	2001.95	11164	60.7474
SSTP_0000013500.1	4689	4518.95	2315	5.58052
SSTP_0000013600.1	1974	1803.95	689	4.1606
SSTP_0000013700.1	339	173.111	492	30.96
SSTP_0000013800.1	3567	3396.95	10197	32.6997
SSTP_0000013900.1	759	589.024	169	3.12546
SSTP_0000014000.1	2292	2121.95	3574	18.3477
SSTP_0000014100.1	1146	975.95	4605	51.4
SSTP_0000014200.1	1461	1290.95	663	5.59455
SSTP_0000014300.1	2505	2334.95	1762	8.22033
SSTP_0000014400.1	1827	1656.95	8659	56.9272
SSTP_0000014500.1	645	475.057	2521	57.808
SSTP_0000014600.1	792	622.024	755	13.2221
SSTP_0000014700.1	453	283.801	1465	56.2321
SSTP_0000014800.1	2400	2229.95	3722	18.182
