target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	123.865	50.1073	5.25137
SSTP_0000000200.1	653	485.278	3.11266	0.0832648
SSTP_0000000300.1	1536	1368.22	5176.98	49.1178
SSTP_0000000400.1	480	312.574	949.5	39.4333
SSTP_0000000500.1	4635	4467.22	9970	28.9719
SSTP_0000000600.1	687	519.253	3.12035	0.0780089
SSTP_0000000700.1	300	137.606	3	0.283012
SSTP_0000000800.1	1086	918.225	4	0.0565498
SSTP_0000000900.1	372	206.111	0	0
SSTP_0000001000.1	780	612.225	3	0.0636108
SSTP_0000001050.1	291	129.296	0	0
SSTP_0000001100.1	480	312.574	4	0.166122
SSTP_0000001200.1	1257	1089.22	0	0
SSTP_0000001300.1	528	360.524	7	0.252048
SSTP_0000001400.1	249	92.5093	0	0
SSTP_0000001425.1	297	134.787	0	0
SSTP_0000001450.1	246	89.9733	0	0
SSTP_0000001475.1	435	267.962	0	0
SSTP_0000001500.1	315	151.558	1	0.0856527
SSTP_0000001600.1	1194	1026.22	26	0.32889
SSTP_0000001700.1	516	348.524	4	0.148987
SSTP_0000001750.1	270	110.493	2	0.234972
SSTP_0000001800.1	1464	1296.22	996	9.97469
SSTP_0000001900.1	1818	1650.22	101	0.794509
SSTP_0000002000.1	1212	1044.22	35	0.435105
SSTP_0000002100.1	1539	1371.22	45	0.426014
SSTP_0000002200.1	2877	2709.22	3067	14.6957
SSTP_0000002300.1	861	693.225	8504	159.246
SSTP_0000002400.1	1533	1365.22	320	3.04275
SSTP_0000002500.1	918	750.225	38	0.657525
SSTP_0000002600.1	783	615.225	3	0.0633006
SSTP_0000002700.1	993	825.225	24	0.377537
SSTP_0000002800.1	660	492.278	1	0.02637
SSTP_0000002900.1	585	417.365	2551	79.344
SSTP_0000002950.1	450	282.797	1	0.0459035
SSTP_0000003000.1	1263	1095.22	926	10.9756
SSTP_0000003100.1	1281	1113.22	101	1.17777
SSTP_0000003200.1	4065	3897.22	12261	40.8405
SSTP_0000003300.1	1254	1086.22	2841	33.9525
SSTP_0000003400.1	1422	1254.22	307	3.17748
SSTP_0000003500.1	831	663.225	3759	73.5753
SSTP_0000003600.1	861	693.225	1561	29.2314
SSTP_0000003700.1	2061	1893.22	2356	16.1545
SSTP_0000003800.1	1092	924.225	466	6.54529
SSTP_0000003900.1	5655	5487.22	6394	15.1266
SSTP_0000004000.1	1152	984.225	2	0.0263789
SSTP_0000004100.1	222	70.283	6	1.10821
SSTP_0000004200.1	393	226.633	15	0.859188
SSTP_0000004300.1	681	513.253	286	7.23361
SSTP_0000004400.1	873	705.225	28	0.515408
SSTP_0000004500.1	609	441.301	54	1.58847
SSTP_0000004600.1	1698	1530.22	3	0.0254499
SSTP_0000004650.1	279	118.417	1	0.109624
SSTP_0000004700.1	3486	3318.22	8	0.0312971
SSTP_0000004800.1	1023	855.225	0	0
SSTP_0000004900.1	999	831.225	3	0.0468515
SSTP_0000005000.1	3180	3012.22	3	0.0129287
SSTP_0000005050.1	396	229.565	1	0.0565477
SSTP_0000005100.1	1782	1614.22	36	0.289507
SSTP_0000005200.1	294	132.014	1	0.0983335
SSTP_0000005225.1	393	226.633	1	0.0572792
SSTP_0000005250.1	255	97.5551	1	0.133067
SSTP_0000005275.1	288	126.541	0	0
SSTP_0000005300.1	243	87.3738	1	0.148573
SSTP_0000005400.1	525	357.524	0	0
SSTP_0000005500.1	906	738.225	10	0.175846
SSTP_0000005600.1	1515	1347.22	8	0.0770851
SSTP_0000005700.1	750	582.225	6	0.133777
SSTP_0000005800.1	1335	1167.22	2	0.0222431
SSTP_0000005900.1	711	543.253	5	0.119478
SSTP_0000006000.1	300	137.606	1	0.0943375
SSTP_0000006050.1	222	70.283	0	0
SSTP_0000006100.1	300	137.606	1	0.0943375
SSTP_0000006200.1	510	342.524	0	0
SSTP_0000006300.1	609	441.301	0	0
SSTP_0000006400.1	906	738.225	0	0
SSTP_0000006425.1	231	77.511	1	0.167478
SSTP_0000006500.1	957	789.225	7	0.115138
SSTP_0000006600.1	60	20.6809	32	20.0864
SSTP_0000006700.1	41	15.5238	33	27.5954
SSTP_0000006800.1	342	177.185	113.101	8.28629
SSTP_0000006900.1	675	507.278	189.914	4.85993
SSTP_0000007000.1	2602	2434.22	3.67024	0.0195728
SSTP_0000007100.1	198	52.3721	840	208.209
SSTP_0000007200.1	5263	5095.22	2.55109	0.00649955
SSTP_0000007300.1	201	54.5251	128	30.4743
SSTP_0000007400.1	1146	978.225	20627	273.727
SSTP_0000007500.1	408	241.341	180	9.68194
SSTP_0000007600.1	1290	1122.22	2059	23.8175
SSTP_0000007700.1	546	378.506	17362	595.453
SSTP_0000007800.1	567	399.467	1434	46.6003
SSTP_0000007900.1	492	324.558	1650	65.9951
SSTP_0000008000.1	3756	3588.22	5726	20.7153
SSTP_0000008100.1	1701	1533.22	302	2.55695
SSTP_0000008200.1	1428	1260.22	4851	49.9693
SSTP_0000008300.1	282	121.132	28	3.00069
SSTP_0000008400.1	2142	1974.22	5760	37.8744
SSTP_0000008500.1	696	528.253	22092	542.892
SSTP_0000008600.1	780	612.225	3899	82.6728
SSTP_0000008700.1	810	642.225	2838	57.3648
SSTP_0000008800.1	2457	2289.22	1553	8.8065
SSTP_0000008900.1	3666	3498.22	6456	23.9572
SSTP_0000009000.1	4140	3972.22	13468	44.0139
SSTP_0000009100.1	3690	3522.22	21606	79.6302
SSTP_0000009200.1	2886	2718.22	10467	49.987
SSTP_0000009300.1	1272	1104.22	815	9.58121
SSTP_0000009400.1	678	510.278	1835	46.682
SSTP_0000009500.1	1833	1665.22	1349	10.5162
SSTP_0000009600.1	2445	2277.22	8474	48.3062
SSTP_0000009700.1	2058	1890.22	6264	43.0188
SSTP_0000009800.1	672	504.278	1826	47.0057
SSTP_0000009900.1	3045	2877.22	9468	42.7174
SSTP_0000010000.1	1428	1260.22	8745	90.0808
SSTP_0000010100.1	1287	1119.22	5505	63.8499
SSTP_0000010200.1	1254	1086.22	6397	76.4499
SSTP_0000010300.1	2454	2286.22	1564	8.88051
SSTP_0000010400.1	1170	1002.22	2726	35.3086
SSTP_0000010500.1	1707	1539.22	1654	13.9493
SSTP_0000010600.1	4701	4533.22	5553	15.9016
SSTP_0000010700.1	810	642.225	2155	43.5593
SSTP_0000010800.1	981	813.225	2729	43.5625
SSTP_0000010900.1	1653	1485.22	74	0.646785
SSTP_0000011000.1	3972	3804.22	2056	7.0158
SSTP_0000011100.1	2715	2547.22	77697	395.965
SSTP_0000011200.1	4266	4098.22	45352.7	143.657
SSTP_0000011300.1	1209	1041.22	49	0.610902
SSTP_0000011400.1	1704	1536.22	12	0.101402
SSTP_0000011500.1	1125	957.225	52	0.705196
SSTP_0000011600.1	1509	1341.22	6127	59.3016
SSTP_0000011700.1	1335	1167.22	96	1.06767
