target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	124.588	6.90781	0.943288
SSTP_0000000200.1	653	484.201	7.25749	0.255001
SSTP_0000000300.1	1536	1367.17	5.27055	0.0655866
SSTP_0000000400.1	480	311.663	600	32.7527
SSTP_0000000500.1	4635	4466.17	2876	10.9556
SSTP_0000000600.1	687	518.201	39971.8	1312.31
SSTP_0000000700.1	300	137.952	0	0
SSTP_0000000800.1	1086	917.167	96	1.78075
SSTP_0000000900.1	372	205.742	8	0.661527
SSTP_0000001000.1	780	611.201	9	0.250518
SSTP_0000001050.1	291	129.918	2	0.261904
SSTP_0000001100.1	480	311.663	4	0.218351
SSTP_0000001200.1	1257	1088.17	7	0.109442
SSTP_0000001300.1	528	359.465	40	1.89314
SSTP_0000001400.1	249	93.1159	4	0.730831
SSTP_0000001425.1	297	135.313	4	0.502922
SSTP_0000001450.1	246	90.6724	0	0
SSTP_0000001475.1	435	267.175	622	39.6072
SSTP_0000001500.1	315	151.689	1	0.112157
SSTP_0000001600.1	1194	1025.17	39	0.647218
SSTP_0000001700.1	516	347.483	12	0.587528
SSTP_0000001750.1	270	111.183	1	0.153017
SSTP_0000001800.1	1464	1295.17	799	10.4955
SSTP_0000001900.1	1818	1649.17	27	0.278535
SSTP_0000002000.1	1212	1043.17	23	0.375106
SSTP_0000002100.1	1539	1370.17	13	0.161417
SSTP_0000002200.1	2877	2708.17	2281	14.3295
SSTP_0000002300.1	861	692.167	16206	398.332
SSTP_0000002400.1	1533	1364.17	155	1.93306
SSTP_0000002500.1	918	749.167	8	0.181674
SSTP_0000002600.1	783	614.201	5	0.138497
SSTP_0000002700.1	993	824.167	0	0
SSTP_0000002800.1	660	491.201	9	0.311719
SSTP_0000002900.1	585	416.313	1027	41.9692
SSTP_0000002950.1	450	281.914	2	0.120696
SSTP_0000003000.1	1263	1094.17	842	13.0921
SSTP_0000003100.1	1281	1112.17	46	0.703669
SSTP_0000003200.1	4065	3896.17	8370	36.5484
SSTP_0000003300.1	1254	1085.17	1950	30.5716
SSTP_0000003400.1	1422	1253.17	198	2.68805
SSTP_0000003500.1	831	662.201	1072	27.5414
SSTP_0000003600.1	861	692.167	427	10.4954
SSTP_0000003700.1	2061	1892.17	1175	10.5647
SSTP_0000003800.1	1092	923.167	175	3.22506
SSTP_0000003900.1	5655	5486.17	3104	9.62572
