target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	126.328	9.36012	0.902783
SSTP_0000000200.1	653	485.909	0	0
SSTP_0000000300.1	1536	1368.82	3.82316	0.0340312
SSTP_0000000400.1	480	313.456	480.5	18.6775
SSTP_0000000500.1	4635	4467.82	18394	50.1628
SSTP_0000000600.1	687	519.909	1213.29	28.4342
SSTP_0000000700.1	300	139.823	0	0
SSTP_0000000800.1	1086	918.821	539	7.14759
SSTP_0000000900.1	372	207.668	8	0.469378
SSTP_0000001000.1	780	612.854	11	0.218694
SSTP_0000001050.1	291	131.715	3	0.277515
SSTP_0000001100.1	480	313.456	5	0.194355
SSTP_0000001200.1	1257	1089.82	3	0.0335404
SSTP_0000001300.1	528	361.069	1	0.0337451
SSTP_0000001400.1	249	94.6571	0	0
SSTP_0000001425.1	297	137.109	1	0.0888658
SSTP_0000001450.1	246	92.1655	1	0.132201
SSTP_0000001475.1	435	268.963	1	0.0453012
SSTP_0000001500.1	315	153.569	3	0.238023
SSTP_0000001600.1	1194	1026.82	133	1.57819
SSTP_0000001700.1	516	349.158	12	0.418756
SSTP_0000001750.1	270	112.929	12	1.29472
SSTP_0000001800.1	1464	1296.82	2111	19.834
SSTP_0000001900.1	1818	1650.82	845	6.23675
SSTP_0000002000.1	1212	1044.82	2447	28.536
SSTP_0000002100.1	1539	1371.82	765	6.79463
SSTP_0000002200.1	2877	2709.82	7666	34.4691
SSTP_0000002300.1	861	693.821	159845	2807.07
SSTP_0000002400.1	1533	1365.82	298	2.65842
SSTP_0000002500.1	918	750.821	26	0.421928
SSTP_0000002600.1	783	615.854	25	0.494611
SSTP_0000002700.1	993	825.821	42	0.619676
SSTP_0000002800.1	660	492.909	142	3.51013
SSTP_0000002900.1	585	417.955	2449	71.3939
SSTP_0000002950.1	450	283.769	50.7636	2.17966
SSTP_0000003000.1	1263	1095.82	1031	11.4636
SSTP_0000003100.1	1281	1113.82	871	9.52806
SSTP_0000003200.1	4065	3897.82	16623	51.9624
SSTP_0000003300.1	1254	1086.82	12071	135.328
SSTP_0000003400.1	1422	1254.82	804	7.80685
SSTP_0000003500.1	831	663.821	20043	367.886
SSTP_0000003600.1	861	693.821	441	7.74449
SSTP_0000003700.1	2061	1893.82	13613	87.5824
SSTP_0000003800.1	1092	924.821	3257	42.9103
SSTP_0000003900.1	5655	5487.82	14421	32.0182
SSTP_0000004000.1	1152	984.821	1262	15.6136
SSTP_0000004100.1	222	72.6331	74	12.4136
SSTP_0000004200.1	393	227.803	281	15.0296
SSTP_0000004300.1	681	513.909	465	11.0247
SSTP_0000004400.1	873	705.821	278	4.79901
SSTP_0000004500.1	609	441.933	65	1.79209
SSTP_0000004600.1	1698	1530.82	2.26956	0.0180642
SSTP_0000004650.1	279	120.871	0	0
SSTP_0000004700.1	3486	3318.82	11	0.0403841
SSTP_0000004800.1	1023	855.821	39.183	0.557848
SSTP_0000004900.1	999	831.821	7	0.102534
SSTP_0000005000.1	3180	3012.82	18	0.0727949
SSTP_0000005050.1	396	230.699	0	0
SSTP_0000005100.1	1782	1614.82	322	2.42959
SSTP_0000005200.1	294	134.411	5	0.453248
SSTP_0000005225.1	393	227.803	9	0.481376
SSTP_0000005250.1	255	99.8291	0	0
SSTP_0000005275.1	288	129.075	3	0.283192
SSTP_0000005300.1	243	89.6622	1	0.135892
SSTP_0000005400.1	525	358.069	10	0.340278
SSTP_0000005500.1	906	738.821	8	0.131933
SSTP_0000005600.1	1515	1347.82	0	0
SSTP_0000005700.1	750	582.854	1	0.0209046
SSTP_0000005800.1	1335	1167.82	0	0
SSTP_0000005900.1	711	543.883	0	0
SSTP_0000006000.1	300	139.823	0	0
SSTP_0000006050.1	222	72.6331	0	0
SSTP_0000006100.1	300	139.823	1	0.0871411
SSTP_0000006200.1	510	343.245	0	0
SSTP_0000006300.1	609	441.933	0	0
SSTP_0000006400.1	906	738.821	8	0.131933
SSTP_0000006425.1	231	79.8758	6	0.915245
SSTP_0000006500.1	957	789.821	3	0.0462801
SSTP_0000006600.1	60	21.88	167	92.9974
SSTP_0000006700.1	41	14.9615	90	73.2939
