target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	124.918	2.39441	0.299455
SSTP_0000000200.1	653	484.748	0	0
SSTP_0000000300.1	1536	1367.6	16.5642	0.189221
SSTP_0000000400.1	480	312.564	110	5.49807
SSTP_0000000500.1	4635	4466.6	15728	55.0115
SSTP_0000000600.1	687	518.748	0	0
SSTP_0000000700.1	300	138.501	0	0
SSTP_0000000800.1	1086	917.596	12	0.204308
SSTP_0000000900.1	372	206.217	0	0
SSTP_0000001000.1	780	611.666	0	0
SSTP_0000001050.1	291	130.32	0	0
SSTP_0000001100.1	480	312.564	0	0
SSTP_0000001200.1	1257	1088.6	0	0
SSTP_0000001300.1	528	360.228	0	0
SSTP_0000001400.1	249	93.7827	0	0
SSTP_0000001425.1	297	135.713	0	0
SSTP_0000001450.1	246	91.4061	0	0
SSTP_0000001475.1	435	268.081	2	0.116552
SSTP_0000001500.1	315	152.122	6	0.61619
SSTP_0000001600.1	1194	1025.6	15	0.228492
SSTP_0000001700.1	516	348.352	2	0.0896949
SSTP_0000001750.1	270	111.601	15	2.09981
SSTP_0000001800.1	1464	1295.6	1473	17.7619
SSTP_0000001900.1	1818	1649.6	858	8.1258
SSTP_0000002000.1	1212	1043.6	693	10.3743
SSTP_0000002100.1	1539	1370.6	525	5.9842
SSTP_0000002200.1	2877	2708.6	7146	41.2169
SSTP_0000002300.1	861	692.632	26048	587.527
SSTP_0000002400.1	1533	1364.6	1381	15.8105
SSTP_0000002500.1	918	749.596	251	5.23122
SSTP_0000002600.1	783	614.666	35	0.88958
SSTP_0000002700.1	993	824.596	15	0.284188
SSTP_0000002800.1	660	491.748	22	0.698934
SSTP_0000002900.1	585	416.905	4278	160.31
SSTP_0000002950.1	450	282.846	14	0.773275
SSTP_0000003000.1	1263	1094.6	463	6.6082
SSTP_0000003100.1	1281	1112.6	560	7.86334
SSTP_0000003200.1	4065	3896.6	8219	32.9526
SSTP_0000003300.1	1254	1085.6	4848	69.7671
SSTP_0000003400.1	1422	1253.6	311	3.87578
SSTP_0000003500.1	831	662.666	1702	40.1256
SSTP_0000003600.1	861	692.632	129	2.90967
SSTP_0000003700.1	2061	1892.6	15016	123.952
SSTP_0000003800.1	1092	923.596	6915	116.968
SSTP_0000003900.1	5655	5486.6	22636	64.4545
SSTP_0000004000.1	1152	983.596	13	0.206482
SSTP_0000004100.1	222	72.0002	317	68.7832
SSTP_0000004200.1	393	226.696	189	13.0249
SSTP_0000004300.1	681	512.748	57	1.73671
SSTP_0000004400.1	873	704.632	81	1.79589
SSTP_0000004500.1	609	440.819	9	0.318962
SSTP_0000004600.1	1698	1529.6	2	0.0204272
SSTP_0000004650.1	279	119.519	0	0
SSTP_0000004700.1	3486	3317.6	3	0.0141271
SSTP_0000004800.1	1023	854.596	0	0
SSTP_0000004900.1	999	830.596	0	0
SSTP_0000005000.1	3180	3011.6	0	0
