target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	123.066	2.75557	0.255679
SSTP_0000000200.1	653	483.78	0	0
SSTP_0000000300.1	1536	1366.6	4348.74	36.3366
SSTP_0000000400.1	480	311.082	602	22.0976
SSTP_0000000500.1	4635	4465.6	4362	11.154
SSTP_0000000600.1	687	517.73	9	0.198501
SSTP_0000000700.1	300	136.794	0	0
SSTP_0000000800.1	1086	916.604	42	0.523228
SSTP_0000000900.1	372	204.879	2	0.11147
SSTP_0000001000.1	780	610.642	3	0.0560993
SSTP_0000001050.1	291	128.505	5	0.444298
SSTP_0000001100.1	480	311.082	3	0.110121
SSTP_0000001200.1	1257	1087.6	1	0.0104991
SSTP_0000001300.1	528	358.919	0	0
SSTP_0000001400.1	249	91.7484	0	0
SSTP_0000001425.1	297	133.996	1	0.0852178
SSTP_0000001450.1	246	89.2651	0	0
SSTP_0000001475.1	435	266.468	2	0.0857055
SSTP_0000001500.1	315	150.721	0	0
SSTP_0000001600.1	1194	1024.6	58	0.646391
SSTP_0000001700.1	516	346.937	3	0.0987403
SSTP_0000001750.1	270	109.823	0	0
SSTP_0000001800.1	1464	1294.6	204	1.79935
SSTP_0000001900.1	1818	1648.6	97	0.67186
SSTP_0000002000.1	1212	1042.6	55	0.602375
SSTP_0000002100.1	1539	1369.6	54	0.450217
SSTP_0000002200.1	2877	2707.6	1378	5.81149
SSTP_0000002300.1	861	691.642	6094	100.611
SSTP_0000002400.1	1533	1363.6	140	1.17237
SSTP_0000002500.1	918	748.642	16	0.244044
SSTP_0000002600.1	783	613.642	1	0.0186084
SSTP_0000002700.1	993	823.604	1	0.0138645
SSTP_0000002800.1	660	490.78	1	0.0232668
SSTP_0000002900.1	585	415.824	1727	47.4248
SSTP_0000002950.1	450	281.276	3.66187	0.14866
SSTP_0000003000.1	1263	1093.6	544	5.68018
SSTP_0000003100.1	1281	1111.6	146	1.49978
SSTP_0000003200.1	4065	3895.6	2018	5.9152
SSTP_0000003300.1	1254	1084.6	778	8.1909
SSTP_0000003400.1	1422	1252.6	143	1.3036
SSTP_0000003500.1	831	661.642	5098	87.9832
SSTP_0000003600.1	861	691.642	555	9.16294
SSTP_0000003700.1	2061	1891.6	2277	13.7454
SSTP_0000003800.1	1092	922.604	298	3.68828
SSTP_0000003900.1	5655	5485.6	4539	9.44842
SSTP_0000004000.1	1152	982.604	4	0.0464841
SSTP_0000004100.1	222	70.0118	29	4.72988
SSTP_0000004200.1	393	225.316	80	4.05435
SSTP_0000004300.1	681	511.73	83	1.85208
SSTP_0000004400.1	873	703.642	23	0.373249
SSTP_0000004500.1	609	439.824	595	15.4476
SSTP_0000004600.1	1698	1528.6	0	0
SSTP_0000004650.1	279	117.732	0	0
SSTP_0000004700.1	3486	3316.6	97	0.333965
SSTP_0000004800.1	1023	853.604	0	0
SSTP_0000004900.1	999	829.604	3	0.0412928
SSTP_0000005000.1	3180	3010.6	1	0.00379289
SSTP_0000005050.1	396	228.271	0	0
SSTP_0000005100.1	1782	1612.6	17	0.120377
SSTP_0000005200.1	294	131.257	0	0
SSTP_0000005225.1	393	225.316	1	0.0506793
SSTP_0000005250.1	255	96.7019	0	0
SSTP_0000005275.1	288	125.84	1	0.0907411
SSTP_0000005300.1	243	86.7954	0	0
SSTP_0000005400.1	525	355.937	1	0.0320812
SSTP_0000005500.1	906	736.642	39	0.604549
SSTP_0000005600.1	1515	1345.6	0	0
SSTP_0000005700.1	750	580.701	0	0
SSTP_0000005800.1	1335	1165.6	0	0
SSTP_0000005900.1	711	541.73	0	0
SSTP_0000006000.1	300	136.794	0	0
SSTP_0000006050.1	222	70.0118	0	0
SSTP_0000006100.1	300	136.794	0	0
SSTP_0000006200.1	510	340.937	0	0
SSTP_0000006300.1	609	439.824	1	0.0259623
SSTP_0000006400.1	906	736.642	3	0.0465037
SSTP_0000006425.1	231	77.0264	1	0.148246
SSTP_0000006500.1	957	787.604	15	0.217474
SSTP_0000006600.1	60	24.1562	8	3.78167
SSTP_0000006700.1	41	15.6316	6	4.383
SSTP_0000006800.1	342	176.18	47.302	3.06582
SSTP_0000006900.1	675	505.73	3.65053	0.0824254
SSTP_0000007000.1	2602	2432.6	0	0
SSTP_0000007100.1	198	52.2878	628	137.146
SSTP_0000007200.1	5263	5093.6	3.34201	0.00749215
SSTP_0000007300.1	201	54.446	12	2.51674
SSTP_0000007400.1	1146	976.604	15520	181.467
SSTP_0000007500.1	408	240.048	61	2.90171
SSTP_0000007600.1	1290	1120.6	1375	14.0112
SSTP_0000007700.1	546	376.882	7185	217.693
SSTP_0000007800.1	567	397.824	556	15.959
SSTP_0000007900.1	492	323.003	682	24.1102
SSTP_0000008000.1	3756	3586.6	5296	16.8612
SSTP_0000008100.1	1701	1531.6	298	2.22174
SSTP_0000008200.1	1428	1258.6	1601	14.5253
SSTP_0000008300.1	282	120.408	35	3.31921
SSTP_0000008400.1	2142	1972.6	3746	21.6846
SSTP_0000008500.1	696	526.73	12743	276.253
SSTP_0000008600.1	780	610.642	344	6.43272
SSTP_0000008700.1	810	640.642	3288	58.6057
SSTP_0000008800.1	2457	2287.6	1196	5.96999
SSTP_0000008900.1	3666	3496.6	4152	13.5592
SSTP_0000009000.1	4140	3970.6	5840	16.795
SSTP_0000009100.1	3690	3520.6	9170	29.7424
SSTP_0000009200.1	2886	2716.6	3093	13.001
SSTP_0000009300.1	1272	1102.6	290	3.00332
SSTP_0000009400.1	678	508.73	648	14.5449
SSTP_0000009500.1	1833	1663.6	583	4.00168
SSTP_0000009600.1	2445	2275.6	5726	28.7328
SSTP_0000009700.1	2058	1888.6	2781	16.8145
SSTP_0000009800.1	672	502.73	1135	25.7801
SSTP_0000009900.1	3045	2875.6	5174	20.5457
SSTP_0000010000.1	1428	1258.6	4070	36.9257
SSTP_0000010100.1	1287	1117.6	3099	31.6634
SSTP_0000010200.1	1254	1084.6	3242	34.1323
SSTP_0000010300.1	2454	2284.6	3908	19.5329
SSTP_0000010400.1	1170	1000.6	2583	29.4772
SSTP_0000010500.1	1707	1537.6	3006	22.3238
SSTP_0000010600.1	4701	4531.6	2286	5.76033
SSTP_0000010700.1	810	640.642	1326	23.6348
SSTP_0000010800.1	981	811.604	353	4.96654
SSTP_0000010900.1	1653	1483.6	2364	18.195
SSTP_0000011000.1	3972	3802.6	1907	5.72655
SSTP_0000011100.1	2715	2545.6	104814	470.167
SSTP_0000011200.1	4266	4096.6	14277.3	39.7967
SSTP_0000011300.1	1209	1039.6	71	0.779855
SSTP_0000011400.1	1704	1534.6	1229	9.1449
SSTP_0000011500.1	1125	955.604	10667	127.464
SSTP_0000011600.1	1509	1339.6	1115	9.50434
