target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	123.338	1.14447	0.220605
SSTP_0000000200.1	653	480.121	0	0
SSTP_0000000300.1	1536	1362.87	2	0.0348888
SSTP_0000000400.1	480	308.025	100.5	7.75694
SSTP_0000000500.1	4635	4461.87	14092	75.0872
SSTP_0000000600.1	687	514.071	0	0
SSTP_0000000700.1	300	136.604	0	0
SSTP_0000000800.1	1086	912.868	13	0.338568
SSTP_0000000900.1	372	203.058	1	0.117082
SSTP_0000001000.1	780	607.014	0	0
SSTP_0000001050.1	291	128.598	1	0.184874
SSTP_0000001100.1	480	308.025	0	0
SSTP_0000001200.1	1257	1083.87	0	0
SSTP_0000001300.1	528	355.582	0	0
SSTP_0000001400.1	249	93.0326	0	0
SSTP_0000001425.1	297	133.873	0	0
SSTP_0000001450.1	246	90.6918	0	0
SSTP_0000001475.1	435	263.93	1	0.0900787
SSTP_0000001500.1	315	150.129	6	0.950159
SSTP_0000001600.1	1194	1020.87	12	0.279461
SSTP_0000001700.1	516	343.634	1	0.0691852
SSTP_0000001750.1	270	110.447	12	2.58309
SSTP_0000001800.1	1464	1290.87	1566	28.8416
SSTP_0000001900.1	1818	1644.87	368	5.31896
SSTP_0000002000.1	1212	1038.87	387	8.85647
SSTP_0000002100.1	1539	1365.87	477	8.30271
SSTP_0000002200.1	2877	2703.87	4585	40.3148
SSTP_0000002300.1	861	687.946	17673	610.754
SSTP_0000002400.1	1533	1359.87	746	13.0422
SSTP_0000002500.1	918	744.946	19	0.606372
SSTP_0000002600.1	783	610.014	9	0.350762
SSTP_0000002700.1	993	819.868	2	0.0579957
SSTP_0000002800.1	660	487.121	5	0.24403
SSTP_0000002900.1	585	412.257	1509	87.0225
SSTP_0000002950.1	450	278.496	2	0.170735
SSTP_0000003000.1	1263	1089.87	526	11.4742
SSTP_0000003100.1	1281	1107.87	519	11.1375
SSTP_0000003200.1	4065	3891.87	6449	39.3953
SSTP_0000003300.1	1254	1080.87	3310	72.8057
SSTP_0000003400.1	1422	1248.87	194	3.69314
SSTP_0000003500.1	831	658.014	6455	233.223
SSTP_0000003600.1	861	687.946	40	1.38234
SSTP_0000003700.1	2061	1887.87	12397	156.119
SSTP_0000003800.1	1092	918.868	15014	388.466
SSTP_0000003900.1	5655	5481.87	13228	57.3688
SSTP_0000004000.1	1152	978.868	1	0.0242877
SSTP_0000004100.1	222	71.6945	135	44.767
SSTP_0000004200.1	393	223.169	97	10.3335
SSTP_0000004300.1	681	508.071	74	3.46272
SSTP_0000004400.1	873	699.946	71	2.41159
SSTP_0000004500.1	609	436.236	10	0.544991
SSTP_0000004600.1	1698	1524.87	2	0.0311823
SSTP_0000004650.1	279	118.171	0	0
SSTP_0000004700.1	3486	3312.87	1	0.00717639
SSTP_0000004800.1	1023	849.868	0	0
SSTP_0000004900.1	999	825.868	0	0
SSTP_0000005000.1	3180	3006.87	1	0.00790671
SSTP_0000005050.1	396	226.01	0	0
SSTP_0000005100.1	1782	1608.87	154	2.27568
SSTP_0000005200.1	294	131.235	1	0.181159
SSTP_0000005225.1	393	223.169	1	0.106531
SSTP_0000005250.1	255	97.8425	0	0
SSTP_0000005275.1	288	126.009	0	0
SSTP_0000005300.1	243	88.2113	0	0
SSTP_0000005400.1	525	352.582	0	0
SSTP_0000005500.1	906	732.946	1	0.0324368
SSTP_0000005600.1	1515	1341.87	0	0
SSTP_0000005700.1	750	577.043	0	0
SSTP_0000005800.1	1335	1161.87	0	0
SSTP_0000005900.1	711	538.071	0	0
SSTP_0000006000.1	300	136.604	0	0
SSTP_0000006050.1	222	71.6945	0	0
SSTP_0000006100.1	300	136.604	1	0.174039
SSTP_0000006200.1	510	337.686	0	0
SSTP_0000006300.1	609	436.236	0	0
SSTP_0000006400.1	906	732.946	1	0.0324368
SSTP_0000006425.1	231	78.4926	0	0
SSTP_0000006500.1	957	783.908	0	0
SSTP_0000006600.1	60	26.2708	20	18.0995
SSTP_0000006700.1	41	14.2388	11	18.3666
SSTP_0000006800.1	342	174.81	50.4666	6.86353
SSTP_0000006900.1	675	502.121	0	0
SSTP_0000007000.1	2602	2428.87	3.89905	0.038165
SSTP_0000007100.1	198	54.4042	166	72.5414
SSTP_0000007200.1	5263	5089.87	67.4064	0.314851
SSTP_0000007300.1	201	56.3786	9	3.79523
SSTP_0000007400.1	1146	972.868	3266	79.8128
SSTP_0000007500.1	408	237.66	81	8.10286
SSTP_0000007600.1	1290	1116.87	575	12.2398
SSTP_0000007700.1	546	373.455	5479	348.798
SSTP_0000007800.1	567	394.378	1970	118.758
SSTP_0000007900.1	492	319.884	1194	88.7406
SSTP_0000008000.1	3756	3582.87	2857	18.9579
SSTP_0000008100.1	1701	1527.87	120	1.86726
SSTP_0000008200.1	1428	1254.87	1345	25.482
SSTP_0000008300.1	282	120.688	333	65.598
SSTP_0000008400.1	2142	1968.87	2783	33.6052
SSTP_0000008500.1	696	523.071	2312	105.084
SSTP_0000008600.1	780	607.014	24	0.939989
SSTP_0000008700.1	810	637.014	15465	577.18
SSTP_0000008800.1	2457	2283.87	1600	16.6556
SSTP_0000008900.1	3666	3492.87	10565	71.9114
SSTP_0000009000.1	4140	3966.87	1860	11.1474
SSTP_0000009100.1	3690	3516.87	3951	26.7092
SSTP_0000009200.1	2886	2712.87	1843	16.1513
SSTP_0000009300.1	1272	1098.87	293	6.33917
SSTP_0000009400.1	678	505.121	717	33.7469
SSTP_0000009500.1	1833	1659.87	411	5.88679
SSTP_0000009600.1	2445	2271.87	1657	17.34
SSTP_0000009700.1	2058	1884.87	1481	18.6803
SSTP_0000009800.1	672	499.121	539	25.674
SSTP_0000009900.1	3045	2871.87	2521	20.8698
SSTP_0000010000.1	1428	1254.87	2566	48.6148
SSTP_0000010100.1	1287	1113.87	1137	24.2682
SSTP_0000010200.1	1254	1080.87	8902	195.806
SSTP_0000010300.1	2454	2280.87	64	0.667098
SSTP_0000010400.1	1170	996.868	71	1.69329
SSTP_0000010500.1	1707	1533.87	8025	124.385
SSTP_0000010600.1	4701	4527.87	181	0.950375
SSTP_0000010700.1	810	637.014	885	33.0297
SSTP_0000010800.1	981	807.868	333	9.79972
SSTP_0000010900.1	1653	1479.87	11	0.176718
SSTP_0000011000.1	3972	3798.87	471	2.94766
SSTP_0000011100.1	2715	2541.87	3534	33.054
SSTP_0000011200.1	4266	4092.87	638.398	3.70829
SSTP_0000011300.1	1209	1035.87	410	9.41
SSTP_0000011400.1	1704	1530.87	10	0.1553
SSTP_0000011500.1	1125	951.868	5	0.124883
SSTP_0000011600.1	1509	1335.87	281	5.00095
SSTP_0000011700.1	1335	1161.87	11	0.225085
SSTP_0000011800.1	1947	1773.87	9212	123.465
SSTP_0000011900.1	1470	1296.87	8	0.146658
SSTP_0000012000.1	276	115.603	11	2.26222
SSTP_0000012100.1	954	780.908	0	0
SSTP_0000012200.1	657	484.121	1	0.0491084
SSTP_0000012300.1	630	457.168	0	0
SSTP_0000012400.1	2034	1860.87	0	0
SSTP_0000012500.1	1518	1344.87	1	0.0176779
SSTP_0000012600.1	1299	1125.87	44	0.929127
SSTP_0000012700.1	2133	1959.87	6905	83.762
SSTP_0000012800.1	1809	1635.87	2496	36.2749
SSTP_0000012900.1	852	678.98	119	4.16678
SSTP_0000013000.1	5814	5640.87	7735	32.6005
SSTP_0000013100.1	2250	2076.87	3863	44.2207
SSTP_0000013200.1	2292	2118.87	3764	42.2334
SSTP_0000013300.1	2688	2514.87	6397	60.4744
SSTP_0000013400.1	2172	1998.87	1659	19.7321
SSTP_0000013500.1	4689	4515.87	91	0.479082
SSTP_0000013600.1	1974	1800.87	278	3.67006
SSTP_0000013700.1	339	172.032	191	26.3958
SSTP_0000013800.1	3567	3393.87	1958	13.716
SSTP_0000013900.1	759	586.043	57	2.31236
SSTP_0000014000.1	2292	2118.87	947	10.6257
SSTP_0000014100.1	1146	972.868	1048	25.6105
SSTP_0000014200.1	1461	1287.87	838	15.4697
SSTP_0000014300.1	2505	2331.87	2404	24.5098
SSTP_0000014400.1	1827	1653.87	5343	76.8059
SSTP_0000014500.1	645	472.121	1791	90.1887
SSTP_0000014600.1	792	619.014	311	11.9446
SSTP_0000014700.1	453	281.468	982	82.9456
SSTP_0000014800.1	2400	2226.87	1510	16.121
SSTP_0000014900.1	1356	1182.87	1354	27.214
SSTP_0000015000.1	1398	1224.87	227	4.40602
SSTP_0000015050.1	225	73.9622	506	162.649
SSTP_0000015100.1	231	78.4926	2575	779.936
SSTP_0000015200.1	1047	873.868	101	2.7478
SSTP_0000015300.1	222	71.6945	87	28.8499
SSTP_0000015400.1	666	493.121	673	32.4468
SSTP_0000015500.1	333	166.603	214	30.538
SSTP_0000015600.1	1419	1245.87	6075.33	115.933
SSTP_0000015700.1	1329	1155.87	1148	23.6126
SSTP_0000015800.1	1134	960.868	7810	193.24
SSTP_0000015900.1	3387	3213.87	5249	38.8292
SSTP_0000016000.1	1893	1719.87	6202	85.7327
SSTP_0000016100.1	1968	1794.87	895	11.855
SSTP_0000016200.1	1296	1122.87	9	0.190557
SSTP_0000016300.1	219	69.4959	0	0
SSTP_0000016400.1	204	58.6017	0	0
SSTP_0000016500.1	486	313.916	0	0
SSTP_0000016600.1	486	313.916	0	0
SSTP_0000016650.1	183	44.3824	3	1.60702
SSTP_0000016700.1	333	166.603	1	0.142701
SSTP_0000016800.1	213	65.0162	0	0
SSTP_0000016900.1	453	281.468	0	0
SSTP_0000016950.1	174	38.8298	0	0
SSTP_0001287200.1	537	364.528	0	0
SSTP_0001287300.1	180	42.4442	0	0
SSTP_0001287400.1	447	275.51	1	0.0862925
SSTP_0000017100.1	801	628.014	634	24.0011
SSTP_0000017200.1	552	379.455	9	0.563888
SSTP_0000017300.1	318	152.862	1	0.155529
SSTP_0000017400.1	489	316.9	2	0.150044
SSTP_0000017500.1	456	284.439	1	0.0835835
SSTP_0000017600.1	2787	2613.87	280	2.54674
SSTP_0000017700.1	5133	4959.87	2071	9.92705
SSTP_0000017800.1	1242	1068.87	927	20.6189
SSTP_0000017900.1	702	529.071	1	0.0449362
SSTP_0000018000.1	870	696.946	20	0.682246
SSTP_0000018100.1	906	732.946	32	1.03798
SSTP_0000018200.1	2679	2505.87	335	3.17831
SSTP_0000018300.1	312	147.337	173	27.9154
SSTP_0000018400.1	1782	1608.87	406	5.99951
SSTP_0000018500.1	1359	1185.87	1407.47	28.2171
SSTP_0000018600.1	1620	1446.87	238	3.91073
SSTP_0000018700.1	4320	4146.87	575	3.29654
SSTP_0000018800.1	1269	1095.87	595	12.9083
SSTP_0000018900.1	921	747.946	2485	78.9889
SSTP_0000019000.1	375	205.893	22	2.54034
SSTP_0000019100.1	996	822.868	1650	47.672
SSTP_0000019200.1	204	58.6017	2.70384	1.09694
SSTP_0000019300.1	1243	1069.87	8.38019	0.186223
SSTP_0000019400.1	82	29.2967	160	129.841
SSTP_0000019500.1	456	284.439	5	0.417918
SSTP_0000019600.1	1257	1083.87	9	0.197413
SSTP_0000019700.1	1709	1535.87	2.17329	0.0336413
SSTP_0000019800.1	864	690.946	61	2.09892
SSTP_0000019900.1	831	658.014	31	1.12005
SSTP_0000020000.1	756	583.043	71	2.89513
SSTP_0000020100.1	1206	1032.87	839	19.312
SSTP_0000020200.1	693	520.071	3	0.137142
SSTP_0000020300.1	453	281.468	8	0.675728
SSTP_0000020400.1	2577	2403.87	511	5.05383
SSTP_0000020500.1	1353	1179.87	2304	46.4258
SSTP_0000020600.1	1395	1221.87	2002	38.9538
SSTP_0000020700.1	483	310.994	3	0.22934
SSTP_0000020900.1	2088	1914.87	26596	330.208
SSTP_0000021000.1	2457	2283.87	1038	10.8053
SSTP_0000021100.1	543	370.473	386	24.7708
SSTP_0000021200.1	234	81.0072	1	0.293486
SSTP_0000021300.1	669	496.121	1034	49.5499
SSTP_0000021400.1	351	183.181	1733	224.92
SSTP_0000021500.1	1749	1575.87	340	5.12943
SSTP_0000021700.1	627	454.191	1421	74.3817
SSTP_0000021800.1	2553	2379.87	4820	48.1509
SSTP_0000021900.1	1131	957.868	61	1.51403
SSTP_0000022000.1	552	379.455	2130	133.453
SSTP_0000022100.1	606	433.236	2121	116.393
SSTP_0000022200.1	3036	2862.87	16802	139.531
SSTP_0000022300.1	3360	3186.87	8406	62.7098
SSTP_0000022400.1	987	813.868	223	6.5142
SSTP_0000022500.1	1188	1014.87	3338	78.1964
SSTP_0000022600.1	1329	1155.87	9	0.185116
SSTP_0000022700.1	534	361.528	19	1.24946
SSTP_0000022750.1	105	15.7375	0	0
SSTP_0000022800.1	489	316.9	12	0.900263
SSTP_0000022900.1	3795	3621.87	52	0.341335
SSTP_0000023000.1	2838	2664.87	12548	111.946
SSTP_0000023100.1	4818	4644.87	3245	16.6093
SSTP_0000023200.1	750	577.043	194	7.99289
SSTP_0000023300.1	987	813.868	2771	80.9455
SSTP_0000023400.1	2019	1845.87	876	11.2827
SSTP_0000023500.1	2067	1893.87	2345	29.4377
SSTP_0000023600.1	885	711.946	708	23.6427
SSTP_0000023700.1	891	717.946	0	0
SSTP_0000023800.1	993	819.868	59	1.71087
SSTP_0000023900.1	1050	876.868	175	4.74476
SSTP_0000024000.1	813	640.014	379	14.0786
SSTP_0000024100.1	1827	1653.87	5	0.0718752
SSTP_0000024200.1	4518	4344.87	1379	7.54567
SSTP_0000024300.1	1113	939.868	11	0.27825
SSTP_0000024400.1	777	604.014	283	11.1391
SSTP_0000024500.1	558	385.436	1240	76.4856
SSTP_0000024600.1	1233	1059.87	2093	46.9491
SSTP_0000024700.1	324	158.348	557	83.6284
SSTP_0000024800.1	948	774.908	2208	67.7421
SSTP_0000024900.1	279	118.171	376	75.6461
SSTP_0000025000.1	252	95.3717	90	22.4354
SSTP_0000025100.1	624	451.213	102	5.37438
SSTP_0000025200.1	849	675.98	14	0.492384
SSTP_0000025300.1	816	643.014	309	11.4248
SSTP_0000025400.1	1485	1311.87	3205	58.0829
SSTP_0000025500.1	1722	1548.87	35	0.537234
SSTP_0000025600.1	3468	3294.87	163.481	1.17961
SSTP_0000025700.1	870	696.946	830	28.3132
SSTP_0000025800.1	4347	4173.87	7395	42.1221
SSTP_0000025900.1	1590	1416.87	29	0.486607
SSTP_0000026000.1	453	281.468	50	4.2233
SSTP_0000026100.1	5187	5013.87	8474	40.1815
SSTP_0000026200.1	390	220.281	181	19.5349
SSTP_0000026300.1	1269	1095.87	930	20.176
SSTP_0000026400.1	1860	1686.87	86	1.21207
SSTP_0000026500.1	3183	3009.87	699	5.52128
SSTP_0000026600.1	549	376.455	667	42.1234
SSTP_0000026700.1	3471	3297.87	19.0688	0.137467
SSTP_0000026800.1	1287	1113.87	42	0.896449
SSTP_0000026900.1	1047	873.868	315	8.56988
SSTP_0000027000.1	2301	2127.87	614	6.86015
SSTP_0000027100.1	1866	1692.87	2500	35.1097
SSTP_0000027200.1	1617	1443.87	1266	20.8457
SSTP_0000027300.1	372	203.058	12756	1493.5
SSTP_0000027400.1	885	711.946	5258	175.583
SSTP_0000027500.1	2352	2178.87	13772	150.271
SSTP_0000027600.1	3912	3738.87	4169	26.5095
SSTP_0000027700.1	645	472.121	100	5.03566
SSTP_0000027800.1	2274	2100.87	335	3.79102
SSTP_0000027900.1	2451	2277.87	2652	27.6793
SSTP_0000028000.1	4629	4455.87	7289	38.8907
SSTP_0000028100.1	420	249.354	306	29.1752
SSTP_0000028200.1	564	391.378	10009	608.002
SSTP_0000028300.1	1332	1158.87	9	0.184637
SSTP_0000028400.1	1527	1353.87	7712	135.426
SSTP_0000028500.1	1332	1158.87	5191	106.494
SSTP_0000028600.1	873	699.946	658	22.3497
SSTP_0000028700.1	414	243.503	193	18.8436
SSTP_0000028800.1	537	364.528	764	49.8279
SSTP_0000028900.1	990	816.868	786	22.876
SSTP_0000029000.1	1239	1065.87	4415	98.4776
SSTP_0000029100.1	1950	1776.87	2149	28.7535
SSTP_0000029200.1	1050	876.868	24	0.650709
SSTP_0000029300.1	1479	1305.87	3246	59.0962
SSTP_0000029400.1	2124	1950.87	26209	319.398
SSTP_0000029500.1	699	526.071	96	4.33848
SSTP_0000029600.1	3162	2988.87	2465	19.6074
SSTP_0000029700.1	570	397.338	823	49.2436
SSTP_0000029800.1	819	646.014	253	9.31084
SSTP_0000029900.1	1122	948.868	1540	38.5856
SSTP_0000030000.1	645	472.121	315	15.8623
SSTP_0000030100.1	732	559.043	794	33.7665
SSTP_0000030200.1	432	261.009	4340	395.316
SSTP_0000030300.1	1509	1335.87	171	3.04329
SSTP_0000030400.1	651	478.121	740	36.7963
SSTP_0000030500.1	3387	3213.87	809	5.98454
SSTP_0000030600.1	4410	4236.87	637	3.57441
SSTP_0000030700.1	321	155.623	123	18.7906
SSTP_0000030800.1	393	223.169	113	12.038
SSTP_0000030900.1	1062	888.868	139	3.71781
SSTP_0000031000.1	240	85.8342	0	0
SSTP_0000031100.1	285	123.338	0	0
SSTP_0000031200.1	1701	1527.87	45	0.700224
SSTP_0000031300.1	819	646.014	73	2.68653
