target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	121.76	6.26417	0.600036
SSTP_0000000200.1	653	479.215	0	0
SSTP_0000000300.1	1536	1362.08	2.85215	0.0244225
SSTP_0000000400.1	480	306.958	519.5	19.739
SSTP_0000000500.1	4635	4461.08	18810	49.1777
SSTP_0000000600.1	687	513.167	2765	62.8429
SSTP_0000000700.1	300	134.982	4.88652	0.422226
SSTP_0000000800.1	1086	912.079	637	8.14567
SSTP_0000000900.1	372	201.697	9	0.52043
SSTP_0000001000.1	780	606.114	21	0.404096
SSTP_0000001050.1	291	126.981	3	0.275551
SSTP_0000001100.1	480	306.958	9	0.341966
SSTP_0000001200.1	1257	1083.08	3	0.0323058
SSTP_0000001300.1	528	354.592	1	0.032892
SSTP_0000001400.1	249	91.2707	0	0
SSTP_0000001425.1	297	132.296	2	0.176321
SSTP_0000001450.1	246	88.8893	1	0.131211
SSTP_0000001475.1	435	262.648	2	0.0888127
SSTP_0000001500.1	315	148.549	10	0.785143
SSTP_0000001600.1	1194	1020.08	191	2.18383
SSTP_0000001700.1	516	342.697	19	0.64664
SSTP_0000001750.1	270	108.7	12	1.28757
SSTP_0000001800.1	1464	1290.08	2198	19.8715
SSTP_0000001900.1	1818	1644.08	913	6.47691
SSTP_0000002000.1	1212	1038.08	2559	28.7514
SSTP_0000002100.1	1539	1365.08	721	6.16023
SSTP_0000002200.1	2877	2703.08	7538	32.525
SSTP_0000002300.1	861	687.114	146815	2492.07
SSTP_0000002400.1	1533	1359.08	291	2.49728
SSTP_0000002500.1	918	744.079	27	0.423218
SSTP_0000002600.1	783	609.114	44	0.842507
SSTP_0000002700.1	993	819.079	87	1.23883
SSTP_0000002800.1	660	486.191	188	4.50994
SSTP_0000002900.1	585	411.328	2349	66.6062
SSTP_0000002950.1	450	277.365	48.2289	2.02804
SSTP_0000003000.1	1263	1089.08	1173	12.562
SSTP_0000003100.1	1281	1107.08	935	9.85037
SSTP_0000003200.1	4065	3891.08	17499	52.4521
SSTP_0000003300.1	1254	1080.08	12858	138.847
SSTP_0000003400.1	1422	1248.08	913	8.53195
SSTP_0000003500.1	831	657.114	22499	399.339
SSTP_0000003600.1	861	687.114	452	7.67236
SSTP_0000003700.1	2061	1887.08	13599	84.0498
SSTP_0000003800.1	1092	918.079	3081	39.1409
SSTP_0000003900.1	5655	5481.08	15459	32.8954
SSTP_0000004000.1	1152	978.079	2248	26.8066
SSTP_0000004100.1	222	70.2004	101	16.7804
SSTP_0000004200.1	393	221.904	348	18.2909
SSTP_0000004300.1	681	507.167	522	12.0044
SSTP_0000004400.1	873	699.114	300	5.00487
SSTP_0000004500.1	609	435.286	76	2.03638
SSTP_0000004600.1	1698	1524.08	1	0.00765265
SSTP_0000004650.1	279	116.473	0	0
SSTP_0000004700.1	3486	3312.08	14	0.0493
SSTP_0000004800.1	1023	849.079	0	0
SSTP_0000004900.1	999	825.079	16	0.226175
SSTP_0000005000.1	3180	3006.08	38	0.147436
SSTP_0000005050.1	396	224.802	0	0
SSTP_0000005100.1	1782	1608.08	316	2.29192
SSTP_0000005200.1	294	129.584	2	0.180011
SSTP_0000005225.1	393	221.904	10	0.5256
SSTP_0000005250.1	255	96.1308	0	0
SSTP_0000005275.1	288	124.345	3	0.281394
SSTP_0000005300.1	243	86.5117	5	0.674085
SSTP_0000005400.1	525	351.628	9	0.298524
SSTP_0000005500.1	906	732.079	5	0.0796584
SSTP_0000005600.1	1515	1341.08	0	0
SSTP_0000005700.1	750	576.114	6	0.121468
SSTP_0000005800.1	1335	1161.08	1	0.0100452
SSTP_0000005900.1	711	537.114	0	0
SSTP_0000006000.1	300	134.982	0	0
SSTP_0000006050.1	222	70.2004	1	0.166142
SSTP_0000006100.1	300	134.982	1	0.0864062
SSTP_0000006200.1	510	336.748	0	0
SSTP_0000006300.1	609	435.286	0	0
SSTP_0000006400.1	906	732.079	5	0.0796584
SSTP_0000006425.1	231	77.0042	4	0.60585
SSTP_0000006500.1	957	783.079	6	0.0893645
SSTP_0000006600.1	60	22.5789	148	76.45
SSTP_0000006700.1	41	13.7742	100	84.6747
SSTP_0000006800.1	342	173.441	155.13	10.4319
SSTP_0000006900.1	675	501.167	2	0.0465444
SSTP_0000007000.1	2602	2428.08	759.194	3.64678
SSTP_0000007100.1	198	53.3648	577	126.107
SSTP_0000007200.1	5263	5089.08	144.082	0.330209
SSTP_0000007300.1	201	55.2892	67	14.1336
SSTP_0000007400.1	1146	972.079	8064	96.7539
SSTP_0000007500.1	408	236.408	218	10.7551
SSTP_0000007600.1	1290	1116.08	1490	15.5708
SSTP_0000007700.1	546	372.502	9707	303.932
SSTP_0000007800.1	567	393.368	2271	67.3346
SSTP_0000007900.1	492	318.896	1467	53.6538
SSTP_0000008000.1	3756	3582.08	6143	20.0016
SSTP_0000008100.1	1701	1527.08	613	4.68186
SSTP_0000008200.1	1428	1254.08	3906	36.3268
SSTP_0000008300.1	282	119.104	353	34.5674
SSTP_0000008400.1	2142	1968.08	6175	36.5944
SSTP_0000008500.1	696	522.167	7606	169.89
SSTP_0000008600.1	780	606.114	1183	22.7641
SSTP_0000008700.1	810	636.114	14397	263.971
SSTP_0000008800.1	2457	2283.08	3357	17.1494
SSTP_0000008900.1	3666	3492.08	18330	61.2207
SSTP_0000009000.1	4140	3966.08	8046	23.6613
SSTP_0000009100.1	3690	3516.08	12827	42.5487
SSTP_0000009200.1	2886	2712.08	5912	25.4245
SSTP_0000009300.1	1272	1098.08	949	10.0798
SSTP_0000009400.1	678	504.167	470	10.8728
SSTP_0000009500.1	1833	1659.08	705	4.95612
SSTP_0000009600.1	2445	2271.08	10488	53.8617
SSTP_0000009700.1	2058	1884.08	9983	61.799
SSTP_0000009800.1	672	498.167	1280	29.9678
SSTP_0000009900.1	3045	2871.08	6290	25.552
SSTP_0000010000.1	1428	1254.08	5615	52.2209
SSTP_0000010100.1	1287	1113.08	3939	41.2743
SSTP_0000010200.1	1254	1080.08	18987	205.031
SSTP_0000010300.1	2454	2280.08	356	1.82104
SSTP_0000010400.1	1170	996.079	428	5.01152
SSTP_0000010500.1	1707	1533.08	5755	43.7825
SSTP_0000010600.1	4701	4527.08	674	1.73645
SSTP_0000010700.1	810	636.114	1522	27.9061
SSTP_0000010800.1	981	807.079	645	9.32102
SSTP_0000010900.1	1653	1479.08	94	0.741235
SSTP_0000011000.1	3972	3798.08	4633	14.2272
SSTP_0000011100.1	2715	2541.08	99369	456.092
SSTP_0000011200.1	4266	4092.08	5473.08	15.5994
SSTP_0000011300.1	1209	1035.08	741	8.34957
SSTP_0000011400.1	1704	1530.08	18	0.137208
SSTP_0000011500.1	1125	951.079	12	0.147158
SSTP_0000011600.1	1509	1335.08	1671	14.5979
SSTP_0000011700.1	1335	1161.08	52	0.522349
SSTP_0000011800.1	1947	1773.08	8257	54.3143
SSTP_0000011900.1	1470	1296.08	91	0.818897
SSTP_0000012000.1	276	113.829	61	6.25024
SSTP_0000012100.1	954	780.079	1	0.0149514
SSTP_0000012200.1	657	483.215	0	0
SSTP_0000012300.1	630	456.286	0	0
SSTP_0000012400.1	2034	1860.08	1	0.0062703
SSTP_0000012500.1	1518	1344.08	0	0
SSTP_0000012600.1	1299	1125.08	6	0.0621996
SSTP_0000012700.1	2133	1959.08	24147	143.758
SSTP_0000012800.1	1809	1635.08	3109	22.1769
SSTP_0000012900.1	852	678.114	110	1.89195
SSTP_0000013000.1	5814	5640.08	16048	33.186
SSTP_0000013100.1	2250	2076.08	7536	42.3367
SSTP_0000013200.1	2292	2118.08	6806	37.4774
SSTP_0000013300.1	2688	2514.08	22277	103.347
SSTP_0000013400.1	2172	1998.08	10208	59.5865
SSTP_0000013500.1	4689	4515.08	1938	5.0062
SSTP_0000013600.1	1974	1800.08	596	3.86166
SSTP_0000013700.1	339	170.643	362	24.7423
SSTP_0000013800.1	3567	3393.08	9326	32.0569
SSTP_0000013900.1	759	585.114	191	3.80726
SSTP_0000014000.1	2292	2118.08	3367	18.5405
SSTP_0000014100.1	1146	972.079	3969	47.6211
SSTP_0000014200.1	1461	1287.08	771	6.98665
SSTP_0000014300.1	2505	2331.08	1662	8.3156
SSTP_0000014400.1	1827	1653.08	8838	62.3563
SSTP_0000014500.1	645	471.263	2518	62.3178
SSTP_0000014600.1	792	618.114	833	15.7179
SSTP_0000014700.1	453	280.323	1405	58.4571
SSTP_0000014800.1	2400	2226.08	3354	17.5728
SSTP_0000014900.1	1356	1182.08	3313	32.6885
SSTP_0000015000.1	1398	1224.08	1116	10.6335
SSTP_0000015050.1	225	72.427	1626	261.842
SSTP_0000015100.1	231	77.0042	3473	526.029
SSTP_0000015200.1	1047	873.079	87	1.16221
SSTP_0000015300.1	222	70.2004	217.82	36.189
SSTP_0000015400.1	666	492.167	1878	44.5044
SSTP_0000015500.1	333	165.073	605	42.7464
SSTP_0000015600.1	1419	1245.08	34806	326.044
SSTP_0000015700.1	1329	1155.08	2353	23.7591
SSTP_0000015800.1	1134	960.079	6400	77.7486
SSTP_0000015900.1	3387	3213.08	21292	77.2885
SSTP_0000016000.1	1893	1719.08	27221	184.683
SSTP_0000016100.1	1968	1794.08	3355	21.8107
SSTP_0000016200.1	1296	1122.08	16	0.166309
SSTP_0000016300.1	219	67.9958	0	0
SSTP_0000016400.1	204	57.3387	1	0.20341
SSTP_0000016500.1	486	312.896	1	0.0372751
SSTP_0000016600.1	486	312.896	1	0.0372751
SSTP_0000016650.1	183	43.6746	0	0
SSTP_0000016700.1	333	165.073	0	0
SSTP_0000016800.1	213	63.7615	0	0
SSTP_0000016900.1	453	280.323	0	0
SSTP_0000016950.1	174	38.3944	0	0
SSTP_0000017100.1	801	627.114	1305	24.2708
SSTP_0000017200.1	552	378.464	20	0.616346
SSTP_0000017300.1	318	151.325	0	0
SSTP_0000017400.1	489	315.896	5	0.184606
SSTP_0000017500.1	456	283.266	4	0.164697
