target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	119.992	3.30918	0.44443
SSTP_0000000200.1	653	477.703	1.83932	0.062049
SSTP_0000000300.1	1536	1360.67	6.54595	0.0775275
SSTP_0000000400.1	480	305.451	538.5	28.4106
SSTP_0000000500.1	4635	4459.67	3054	11.0358
SSTP_0000000600.1	687	511.703	37753.8	1188.99
SSTP_0000000700.1	300	133.108	1	0.121069
SSTP_0000000800.1	1086	910.67	124	2.1943
SSTP_0000000900.1	372	199.864	8	0.645046
SSTP_0000001000.1	780	604.703	9	0.239848
SSTP_0000001050.1	291	125.132	0	0
SSTP_0000001100.1	480	305.451	6	0.316553
SSTP_0000001200.1	1257	1081.67	4	0.0595938
SSTP_0000001300.1	528	352.977	48	2.19144
SSTP_0000001400.1	249	89.7056	0	0
SSTP_0000001425.1	297	130.376	4	0.494424
SSTP_0000001450.1	246	87.4299	1	0.184321
SSTP_0000001475.1	435	261.142	603	37.2114
SSTP_0000001500.1	315	146.568	4	0.439803
SSTP_0000001600.1	1194	1018.67	40	0.632794
SSTP_0000001700.1	516	341.064	23	1.08675
SSTP_0000001750.1	270	107.091	6	0.902889
SSTP_0000001800.1	1464	1288.67	840	10.5044
SSTP_0000001900.1	1818	1642.67	28	0.27469
SSTP_0000002000.1	1212	1036.67	13	0.202087
SSTP_0000002100.1	1539	1363.67	15	0.177263
SSTP_0000002200.1	2877	2701.67	2340	13.9579
SSTP_0000002300.1	861	685.67	15401	361.967
SSTP_0000002400.1	1533	1357.67	129	1.5312
SSTP_0000002500.1	918	742.67	14	0.303786
SSTP_0000002600.1	783	607.703	3	0.0795547
SSTP_0000002700.1	993	817.67	3	0.059126
SSTP_0000002800.1	660	484.703	19	0.631704
SSTP_0000002900.1	585	409.771	1016	39.9565
SSTP_0000002950.1	450	275.857	1	0.0584186
SSTP_0000003000.1	1263	1087.67	831	12.3123
SSTP_0000003100.1	1281	1105.67	52	0.757903
SSTP_0000003200.1	4065	3889.67	9059	37.5321
SSTP_0000003300.1	1254	1078.67	1869	27.9226
SSTP_0000003400.1	1422	1246.67	190	2.45605
SSTP_0000003500.1	831	655.703	893	21.9472
