target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	125.151	6.66378	0.573543
SSTP_0000000200.1	653	485.041	0	0
SSTP_0000000300.1	1536	1368.02	5706.45	44.9319
SSTP_0000000400.1	480	312.731	551.5	18.9957
SSTP_0000000500.1	4635	4467.02	3686	8.88828
SSTP_0000000600.1	687	519.016	5	0.103769
SSTP_0000000700.1	300	138.648	0	0
SSTP_0000000800.1	1086	918.016	76	0.89175
SSTP_0000000900.1	372	206.795	2	0.104176
SSTP_0000001000.1	780	612.016	1	0.0176002
SSTP_0000001050.1	291	130.566	3	0.247497
SSTP_0000001100.1	480	312.731	1	0.0344437
SSTP_0000001200.1	1257	1089.02	0	0
SSTP_0000001300.1	528	360.284	2	0.0597951
SSTP_0000001400.1	249	93.6586	0	0
SSTP_0000001425.1	297	135.967	0	0
SSTP_0000001450.1	246	91.1463	0	0
SSTP_0000001475.1	435	268.233	0	0
SSTP_0000001500.1	315	152.459	0	0
SSTP_0000001600.1	1194	1026.02	38	0.398942
SSTP_0000001700.1	516	348.354	3	0.0927642
SSTP_0000001750.1	270	111.812	0	0
SSTP_0000001800.1	1464	1296.02	133	1.1054
SSTP_0000001900.1	1818	1650.02	63	0.411275
SSTP_0000002000.1	1212	1044.02	25	0.257937
SSTP_0000002100.1	1539	1371.02	35	0.274983
SSTP_0000002200.1	2877	2709.02	1082	4.30225
SSTP_0000002300.1	861	693.016	1737	26.9983
SSTP_0000002400.1	1533	1365.02	119	0.939051
SSTP_0000002500.1	918	750.016	22	0.31596
SSTP_0000002600.1	783	615.016	3	0.052543
SSTP_0000002700.1	993	825.016	0	0
SSTP_0000002800.1	660	492.041	1	0.0218917
SSTP_0000002900.1	585	417.131	1056	27.2692
SSTP_0000002950.1	450	283.041	3	0.11417
SSTP_0000003000.1	1263	1095.02	396	3.89542
SSTP_0000003100.1	1281	1113.02	92	0.890362
SSTP_0000003200.1	4065	3897.02	1453	4.01618
SSTP_0000003300.1	1254	1086.02	524	5.19727
SSTP_0000003400.1	1422	1254.02	79	0.678585
SSTP_0000003500.1	831	663.016	2925	47.5206
SSTP_0000003600.1	861	693.016	393	6.10843
SSTP_0000003700.1	2061	1893.02	1315	7.48258
SSTP_0000003800.1	1092	924.016	445	5.18753
SSTP_0000003900.1	5655	5487.02	2547	5.00003
SSTP_0000004000.1	1152	984.016	8	0.0875725
SSTP_0000004100.1	222	71.835	23	3.44883
SSTP_0000004200.1	393	227.252	58	2.74916
SSTP_0000004300.1	681	513.016	68	1.42777
SSTP_0000004400.1	873	705.016	23	0.351406
SSTP_0000004500.1	609	441.088	528	12.894
SSTP_0000004600.1	1698	1530.02	1	0.00704018
SSTP_0000004650.1	279	119.842	0	0
SSTP_0000004700.1	3486	3318.02	34	0.110377
SSTP_0000004800.1	1023	855.016	0	0
SSTP_0000004900.1	999	831.016	0	0
SSTP_0000005000.1	3180	3012.02	0	0
SSTP_0000005050.1	396	230.137	0	0
SSTP_0000005100.1	1782	1614.02	4	0.0266951
SSTP_0000005200.1	294	133.259	0	0
SSTP_0000005225.1	393	227.252	0	0
SSTP_0000005250.1	255	98.7294	0	0
SSTP_0000005275.1	288	127.881	0	0
SSTP_0000005300.1	243	88.7367	0	0
SSTP_0000005400.1	525	357.302	0	0
SSTP_0000005500.1	906	738.016	10	0.145953
SSTP_0000005600.1	1515	1347.02	0	0
SSTP_0000005700.1	750	582.016	1	0.0185074
SSTP_0000005800.1	1335	1167.02	0	0
SSTP_0000005900.1	711	543.016	0	0
SSTP_0000006000.1	300	138.648	0	0
SSTP_0000006050.1	222	71.835	0	0
SSTP_0000006100.1	300	138.648	0	0
SSTP_0000006200.1	510	342.389	0	0
SSTP_0000006300.1	609	441.088	0	0
SSTP_0000006400.1	906	738.016	2	0.0291907
SSTP_0000006425.1	231	78.9137	2	0.272997
SSTP_0000006500.1	957	789.016	22.92	0.312902
SSTP_0000006600.1	60	27.2063	7	2.77145
SSTP_0000006700.1	41	16.2857	9	5.95272
SSTP_0000006800.1	342	177.913	34.5354	2.09092
SSTP_0000006900.1	675	507.016	7.83839	0.166527
SSTP_0000007000.1	2602	2434.02	0	0
SSTP_0000007100.1	198	53.7541	862	172.733
SSTP_0000007200.1	5263	5095.02	0	0
SSTP_0000007300.1	201	55.8225	10	1.92962
SSTP_0000007400.1	1146	978.016	18269	201.21
SSTP_0000007500.1	408	241.829	61	2.71707
SSTP_0000007600.1	1290	1122.02	1295	12.4323
SSTP_0000007700.1	546	378.21	5425	154.506
SSTP_0000007800.1	567	399.171	455	12.2781
SSTP_0000007900.1	492	324.54	606	20.1134
SSTP_0000008000.1	3756	3588.02	5812	17.4482
SSTP_0000008100.1	1701	1533.02	448	3.14783
SSTP_0000008200.1	1428	1260.02	1739	14.8663
SSTP_0000008300.1	282	122.494	37	3.25363
SSTP_0000008400.1	2142	1974.02	3768	20.5608
SSTP_0000008500.1	696	528.016	13430	273.974
SSTP_0000008600.1	780	612.016	562	9.8913
SSTP_0000008700.1	810	642.016	3086	51.7762
SSTP_0000008800.1	2457	2289.02	915	4.30578
SSTP_0000008900.1	3666	3498.02	2988	9.20108
SSTP_0000009000.1	4140	3972.02	5490	14.8882
SSTP_0000009100.1	3690	3522.02	9798	29.9658
SSTP_0000009200.1	2886	2718.02	2857	11.3224
SSTP_0000009300.1	1272	1104.02	187	1.82451
SSTP_0000009400.1	678	510.016	428	9.03941
SSTP_0000009500.1	1833	1665.02	552	3.57109
SSTP_0000009600.1	2445	2277.02	5705	26.9879
SSTP_0000009700.1	2058	1890.02	2486	14.1682
SSTP_0000009800.1	672	504.016	1094	23.3805
SSTP_0000009900.1	3045	2877.02	4888	18.3008
SSTP_0000010000.1	1428	1260.02	4011	34.2891
SSTP_0000010100.1	1287	1119.02	3675	35.3754
SSTP_0000010200.1	1254	1086.02	2553	25.3218
SSTP_0000010300.1	2454	2286.02	5728	26.9901
SSTP_0000010400.1	1170	1002.02	2977	32.0025
SSTP_0000010500.1	1707	1539.02	3472	24.3006
SSTP_0000010600.1	4701	4533.02	1718	4.0824
SSTP_0000010700.1	810	642.016	1445	24.2439
SSTP_0000010800.1	981	813.016	290	3.84219
SSTP_0000010900.1	1653	1485.02	2500	18.1338
SSTP_0000011000.1	3972	3804.02	1359	3.8482
SSTP_0000011100.1	2715	2547.02	30992	131.068
SSTP_0000011200.1	4266	4098.02	12650.2	33.251
