target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	123.8	7.76202	0.72352
SSTP_0000000200.1	653	482.997	0	0
SSTP_0000000300.1	1536	1365.92	26.3004	0.222195
SSTP_0000000400.1	480	310.555	348	12.9312
SSTP_0000000500.1	4635	4464.92	30012	77.5672
SSTP_0000000600.1	687	516.949	10.914	0.243631
SSTP_0000000700.1	300	137.255	0	0
SSTP_0000000800.1	1086	915.921	1	0.0125991
SSTP_0000000900.1	372	204.579	0	0
SSTP_0000001000.1	780	609.921	0	0
SSTP_0000001050.1	291	129.119	0	0
SSTP_0000001100.1	480	310.555	0	0
SSTP_0000001200.1	1257	1086.92	0	0
SSTP_0000001300.1	528	358.372	1	0.0322006
SSTP_0000001400.1	249	92.4216	1	0.12486
SSTP_0000001425.1	297	134.53	0	0
SSTP_0000001450.1	246	89.9212	1	0.128332
SSTP_0000001475.1	435	266.04	2	0.0867523
SSTP_0000001500.1	315	151.034	0	0
SSTP_0000001600.1	1194	1023.92	39	0.439537
SSTP_0000001700.1	516	346.442	5	0.166547
SSTP_0000001750.1	270	110.509	9	0.939816
SSTP_0000001800.1	1464	1293.92	1922	17.1413
SSTP_0000001900.1	1818	1647.92	1380	9.66362
SSTP_0000002000.1	1212	1041.92	182	2.01574
SSTP_0000002100.1	1539	1368.92	341	2.87457
SSTP_0000002200.1	2877	2706.92	9755	41.5861
SSTP_0000002300.1	861	690.921	15956	266.497
SSTP_0000002400.1	1533	1362.92	313	2.65015
SSTP_0000002500.1	918	747.921	228	3.51784
SSTP_0000002600.1	783	612.921	153	2.88061
SSTP_0000002700.1	993	822.921	73	1.02367
SSTP_0000002800.1	660	489.949	76	1.79003
SSTP_0000002900.1	585	415.108	3445	95.769
SSTP_0000002950.1	450	280.833	10	0.410912
SSTP_0000003000.1	1263	1092.92	561	5.9234
SSTP_0000003100.1	1281	1110.92	493	5.12107
SSTP_0000003200.1	4065	3894.92	11463	33.9623
SSTP_0000003300.1	1254	1083.92	5398	57.4688
SSTP_0000003400.1	1422	1251.92	821	7.56769
SSTP_0000003500.1	831	660.921	3851	67.239
SSTP_0000003600.1	861	690.921	1998	33.3706
SSTP_0000003700.1	2061	1890.92	15714	95.8982
SSTP_0000003800.1	1092	921.921	935	11.7035
SSTP_0000003900.1	5655	5484.92	12406	26.1011
SSTP_0000004000.1	1152	981.921	4	0.0470089
SSTP_0000004100.1	222	70.5998	67	10.9514
SSTP_0000004200.1	393	224.903	52	2.66812
SSTP_0000004300.1	681	510.949	298	6.73032
SSTP_0000004400.1	873	702.921	226	3.71021
SSTP_0000004500.1	609	439.065	66	1.73465
SSTP_0000004600.1	1698	1527.92	0	0
SSTP_0000004650.1	279	118.379	0	0
SSTP_0000004700.1	3486	3315.92	4	0.0139204
SSTP_0000004800.1	1023	852.921	0	0
SSTP_0000004900.1	999	828.921	0	0
SSTP_0000005000.1	3180	3009.92	0	0
SSTP_0000005050.1	396	227.8	1	0.0506574
SSTP_0000005100.1	1782	1611.92	141	1.00942
SSTP_0000005200.1	294	131.779	0	0
SSTP_0000005225.1	393	224.903	0	0
SSTP_0000005250.1	255	97.4712	0	0
SSTP_0000005275.1	288	126.479	0	0
SSTP_0000005300.1	243	87.4777	0	0
SSTP_0000005400.1	525	355.407	0	0
SSTP_0000005500.1	906	735.921	2	0.0313614
SSTP_0000005600.1	1515	1344.92	0	0
SSTP_0000005700.1	750	579.921	1	0.0198989
SSTP_0000005800.1	1335	1164.92	0	0
SSTP_0000005900.1	711	540.949	0	0
SSTP_0000006000.1	300	137.255	0	0
SSTP_0000006050.1	222	70.5998	0	0
SSTP_0000006100.1	300	137.255	0	0
SSTP_0000006200.1	510	340.459	0	0
SSTP_0000006300.1	609	439.065	0	0
SSTP_0000006400.1	906	735.921	0	0
SSTP_0000006425.1	231	77.6664	0	0
SSTP_0000006500.1	957	786.921	17	0.249296
SSTP_0000006600.1	60	20.82	86	47.6667
