target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	125.503	46.2041	4.34915
SSTP_0000000200.1	653	486.362	3.28837	0.0798732
SSTP_0000000300.1	1536	1369.31	4682.33	40.3962
SSTP_0000000400.1	480	313.832	992.5	37.3606
SSTP_0000000500.1	4635	4468.31	9011	23.8237
SSTP_0000000600.1	687	520.337	5.22584	0.118646
SSTP_0000000700.1	300	139.057	0	0
SSTP_0000000800.1	1086	919.31	8	0.102803
SSTP_0000000900.1	372	207.372	1	0.0569679
SSTP_0000001000.1	780	613.31	1	0.0192619
SSTP_0000001050.1	291	130.994	1	0.090184
SSTP_0000001100.1	480	313.832	0	0
SSTP_0000001200.1	1257	1090.31	0	0
SSTP_0000001300.1	528	361.618	8	0.261348
SSTP_0000001400.1	249	93.9308	0	0
SSTP_0000001425.1	297	136.34	1	0.0866478
SSTP_0000001450.1	246	91.4273	0	0
SSTP_0000001475.1	435	269.239	0	0
SSTP_0000001500.1	315	152.837	0	0
SSTP_0000001600.1	1194	1027.31	30	0.344984
SSTP_0000001700.1	516	349.636	0	0
SSTP_0000001750.1	270	112.194	2	0.21059
SSTP_0000001800.1	1464	1297.31	943	8.58712
SSTP_0000001900.1	1818	1651.31	71	0.507937
SSTP_0000002000.1	1212	1045.31	23	0.259934
SSTP_0000002100.1	1539	1372.31	39	0.335731
SSTP_0000002200.1	2877	2710.31	2946	12.8408
SSTP_0000002300.1	861	694.31	11364	193.356
SSTP_0000002400.1	1533	1366.31	264	2.28262
SSTP_0000002500.1	918	751.31	54	0.849091
SSTP_0000002600.1	783	616.31	0	0
SSTP_0000002700.1	993	826.31	25	0.357418
SSTP_0000002800.1	660	493.362	3	0.0718349
SSTP_0000002900.1	585	418.519	2072	58.4863
SSTP_0000002950.1	450	284.059	2	0.0831765
SSTP_0000003000.1	1263	1096.31	887	9.55806
SSTP_0000003100.1	1281	1114.31	79	0.837531
SSTP_0000003200.1	4065	3898.31	11681	35.3984
SSTP_0000003300.1	1254	1087.31	2859	31.0628
SSTP_0000003400.1	1422	1255.31	376	3.53848
SSTP_0000003500.1	831	664.31	4435	78.8683
SSTP_0000003600.1	861	694.31	2122	36.1053
SSTP_0000003700.1	2061	1894.31	1821	11.3563
