target_id	length	eff_length	est_counts	tpm
SSTP_0000000100.1	285	121.197	22.1848	2.6257
SSTP_0000000200.1	653	480.331	0	0
SSTP_0000000300.1	1536	1363.21	3063.55	32.2364
SSTP_0000000400.1	480	307.921	558.5	26.0177
SSTP_0000000500.1	4635	4462.21	10044	32.288
SSTP_0000000600.1	687	514.331	3.21076	0.0895468
SSTP_0000000700.1	300	134.609	0.375055	0.0399674
SSTP_0000000800.1	1086	913.209	41	0.644018
SSTP_0000000900.1	372	201.99	1	0.0710159
SSTP_0000001000.1	780	607.278	3	0.0708628
SSTP_0000001050.1	291	126.602	1	0.113304
SSTP_0000001100.1	480	307.921	2	0.0931699
SSTP_0000001200.1	1257	1084.21	0	0
SSTP_0000001300.1	528	355.643	16	0.645343
SSTP_0000001400.1	249	90.5463	1	0.158421
SSTP_0000001425.1	297	131.968	1	0.108696
SSTP_0000001450.1	246	88.1	1	0.16282
SSTP_0000001475.1	435	263.589	1	0.0544198
SSTP_0000001500.1	315	148.306	5	0.483612
SSTP_0000001600.1	1194	1021.21	28.7091	0.403265
SSTP_0000001700.1	516	343.713	7	0.292137
SSTP_0000001750.1	270	108.082	0	0
SSTP_0000001800.1	1464	1291.21	710	7.88763
SSTP_0000001900.1	1818	1645.21	267	2.32796
SSTP_0000002000.1	1212	1039.21	76	1.04905
SSTP_0000002100.1	1539	1366.21	75	0.78746
SSTP_0000002200.1	2877	2704.21	3538	18.7673
SSTP_0000002300.1	861	688.244	7835	163.298
SSTP_0000002400.1	1533	1360.21	334	3.52229
SSTP_0000002500.1	918	745.209	191	3.67655
SSTP_0000002600.1	783	610.278	35	0.822668
SSTP_0000002700.1	993	820.209	54	0.944395
SSTP_0000002800.1	660	487.331	27	0.794739
SSTP_0000002900.1	585	412.417	2726	94.8143
SSTP_0000002950.1	450	278.358	5	0.257662
SSTP_0000003000.1	1263	1090.21	526	6.92087
SSTP_0000003100.1	1281	1108.21	237	3.06769
SSTP_0000003200.1	4065	3892.21	5494	20.2478
SSTP_0000003300.1	1254	1081.21	3056	40.5442
SSTP_0000003400.1	1422	1249.21	393	4.51276
SSTP_0000003500.1	831	658.278	2253	49.0949
SSTP_0000003600.1	861	688.244	1888	39.3499
SSTP_0000003700.1	2061	1888.21	4471	33.9656
SSTP_0000003800.1	1092	919.209	430	6.71025
SSTP_0000003900.1	5655	5482.21	5063	13.2476
SSTP_0000004000.1	1152	979.209	0	0
SSTP_0000004100.1	222	69.1752	21	4.35465
SSTP_0000004200.1	393	222.279	60	3.87202
SSTP_0000004300.1	681	508.331	228	6.43388
SSTP_0000004400.1	873	700.244	143	2.92935
SSTP_0000004500.1	609	436.353	397	13.0508
SSTP_0000004600.1	1698	1525.21	5	0.0470246
SSTP_0000004650.1	279	115.915	0	0
SSTP_0000004700.1	3486	3313.21	20	0.0865896
SSTP_0000004800.1	1023	850.209	6.79122	0.114579
SSTP_0000004900.1	999	826.209	2	0.0347236
SSTP_0000005000.1	3180	3007.21	3	0.0143101
SSTP_0000005050.1	396	225.211	1	0.0636934
SSTP_0000005100.1	1782	1609.21	54	0.481355
SSTP_0000005200.1	294	129.322	1	0.110921
SSTP_0000005225.1	393	222.279	3	0.193601
SSTP_0000005250.1	255	95.4007	0	0
SSTP_0000005275.1	288	123.915	0	0
SSTP_0000005300.1	243	85.6698	0	0
SSTP_0000005400.1	525	352.66	1	0.040675
SSTP_0000005500.1	906	733.209	10	0.19564
SSTP_0000005600.1	1515	1342.21	8	0.0854977
SSTP_0000005700.1	750	577.278	5	0.124242
SSTP_0000005800.1	1335	1162.21	4	0.0493697
SSTP_0000005900.1	711	538.305	1	0.0266475
SSTP_0000006000.1	300	134.609	1	0.106564
SSTP_0000006050.1	222	69.1752	5	1.03682
SSTP_0000006100.1	300	134.609	2	0.213129
SSTP_0000006200.1	510	337.747	2	0.0849421
SSTP_0000006300.1	609	436.353	2	0.065747
SSTP_0000006400.1	906	733.209	5	0.0978198
SSTP_0000006425.1	231	76.0165	0	0
SSTP_0000006500.1	957	784.209	9	0.164625
SSTP_0000006600.1	60	22.5818	25	15.8806
SSTP_0000006700.1	41	14.6207	22	21.5844
SSTP_0000006800.1	342	173.532	156.854	12.9658
SSTP_0000006900.1	675	502.331	0	0
SSTP_0000007000.1	2602	2429.21	5.60564	0.0331013
SSTP_0000007100.1	198	51.595	456	126.777
SSTP_0000007200.1	5263	5090.21	12.4813	0.0351728
SSTP_0000007300.1	201	53.6801	54	14.4299
SSTP_0000007400.1	1146	973.209	6649	98.002
SSTP_0000007500.1	408	237.05	119	7.20099
SSTP_0000007600.1	1290	1117.21	1030	13.2247
